python_version,pyscf_version,basis_set_exchange_version,numpy_version,scipy_version,basis_name,basis_normalized_sha256,nuclear_model,light_speed_au,conv_tol,max_cycle,threads,gaunt,breit,method,energy_hartree,homo_hartree,converged,matrix_dimension,overlap_condition_number,seconds,pyscf_object,mo_energy_shape,mo_occ_shape,orbital_representation,occupation_semantics,spinor_degeneracy_recording,positive_energy_selection,mo_index,spin_channel,orbital_energy_hartree,occupation,reported_multiplicity
3.14.7,2.11.0,0.12,2.5.2,1.18.1,dyall-v4z,f5f303087837bbd3228109298997abcf8a3f9c619a36aea6b1735d1a9df0f5b5,point,137.03599967994,1e-11,200,1,False,False,sf-X2C1e-HF,-2788.297727514341,-0.5231748646639227,True,181,467810.2937617592,3.9508048749994487,pyscf.x2c.sfx2c1e.sfX2C1eRHF,[181],[181],spatial orbital,Each entry is one PySCF spatial MO; occupation is the electron count stored in that mo_occ entry.,"Not applicable: the entries are spatial orbitals, not spinors.",All mo_occ entries greater than 1e-8; this method has no negative-energy Dirac branch.,0,,-529.3758919519045,2.0,1
3.14.7,2.11.0,0.12,2.5.2,1.18.1,dyall-v4z,f5f303087837bbd3228109298997abcf8a3f9c619a36aea6b1735d1a9df0f5b5,point,137.03599967994,1e-11,200,1,False,False,sf-X2C1e-HF,-2788.297727514341,-0.5231748646639227,True,181,467810.2937617592,3.9508048749994487,pyscf.x2c.sfx2c1e.sfX2C1eRHF,[181],[181],spatial orbital,Each entry is one PySCF spatial MO; occupation is the electron count stored in that mo_occ entry.,"Not applicable: the entries are spatial orbitals, not spinors.",All mo_occ entries greater than 1e-8; this method has no negative-energy Dirac branch.,1,,-72.05036087026899,2.0,1
3.14.7,2.11.0,0.12,2.5.2,1.18.1,dyall-v4z,f5f303087837bbd3228109298997abcf8a3f9c619a36aea6b1735d1a9df0f5b5,point,137.03599967994,1e-11,200,1,False,False,sf-X2C1e-HF,-2788.297727514341,-0.5231748646639227,True,181,467810.2937617592,3.9508048749994487,pyscf.x2c.sfx2c1e.sfX2C1eRHF,[181],[181],spatial orbital,Each entry is one PySCF spatial MO; occupation is the electron count stored in that mo_occ entry.,"Not applicable: the entries are spatial orbitals, not spinors.",All mo_occ entries greater than 1e-8; this method has no negative-energy Dirac branch.,2,,-63.515800971972595,2.0,1
3.14.7,2.11.0,0.12,2.5.2,1.18.1,dyall-v4z,f5f303087837bbd3228109298997abcf8a3f9c619a36aea6b1735d1a9df0f5b5,point,137.03599967994,1e-11,200,1,False,False,sf-X2C1e-HF,-2788.297727514341,-0.5231748646639227,True,181,467810.2937617592,3.9508048749994487,pyscf.x2c.sfx2c1e.sfX2C1eRHF,[181],[181],spatial orbital,Each entry is one PySCF spatial MO; occupation is the electron count stored in that mo_occ entry.,"Not applicable: the entries are spatial orbitals, not spinors.",All mo_occ entries greater than 1e-8; this method has no negative-energy Dirac branch.,3,,-63.51580097196068,2.0,1
3.14.7,2.11.0,0.12,2.5.2,1.18.1,dyall-v4z,f5f303087837bbd3228109298997abcf8a3f9c619a36aea6b1735d1a9df0f5b5,point,137.03599967994,1e-11,200,1,False,False,sf-X2C1e-HF,-2788.297727514341,-0.5231748646639227,True,181,467810.2937617592,3.9508048749994487,pyscf.x2c.sfx2c1e.sfX2C1eRHF,[181],[181],spatial orbital,Each entry is one PySCF spatial MO; occupation is the electron count stored in that mo_occ entry.,"Not applicable: the entries are spatial orbitals, not spinors.",All mo_occ entries greater than 1e-8; this method has no negative-energy Dirac branch.,4,,-63.51580097195769,2.0,1
3.14.7,2.11.0,0.12,2.5.2,1.18.1,dyall-v4z,f5f303087837bbd3228109298997abcf8a3f9c619a36aea6b1735d1a9df0f5b5,point,137.03599967994,1e-11,200,1,False,False,sf-X2C1e-HF,-2788.297727514341,-0.5231748646639227,True,181,467810.2937617592,3.9508048749994487,pyscf.x2c.sfx2c1e.sfX2C1eRHF,[181],[181],spatial orbital,Each entry is one PySCF spatial MO; occupation is the electron count stored in that mo_occ entry.,"Not applicable: the entries are spatial orbitals, not spinors.",All mo_occ entries greater than 1e-8; this method has no negative-energy Dirac branch.,5,,-11.22049455514638,2.0,1
3.14.7,2.11.0,0.12,2.5.2,1.18.1,dyall-v4z,f5f303087837bbd3228109298997abcf8a3f9c619a36aea6b1735d1a9df0f5b5,point,137.03599967994,1e-11,200,1,False,False,sf-X2C1e-HF,-2788.297727514341,-0.5231748646639227,True,181,467810.2937617592,3.9508048749994487,pyscf.x2c.sfx2c1e.sfX2C1eRHF,[181],[181],spatial orbital,Each entry is one PySCF spatial MO; occupation is the electron count stored in that mo_occ entry.,"Not applicable: the entries are spatial orbitals, not spinors.",All mo_occ entries greater than 1e-8; this method has no negative-energy Dirac branch.,6,,-8.411707540704807,2.0,1
3.14.7,2.11.0,0.12,2.5.2,1.18.1,dyall-v4z,f5f303087837bbd3228109298997abcf8a3f9c619a36aea6b1735d1a9df0f5b5,point,137.03599967994,1e-11,200,1,False,False,sf-X2C1e-HF,-2788.297727514341,-0.5231748646639227,True,181,467810.2937617592,3.9508048749994487,pyscf.x2c.sfx2c1e.sfX2C1eRHF,[181],[181],spatial orbital,Each entry is one PySCF spatial MO; occupation is the electron count stored in that mo_occ entry.,"Not applicable: the entries are spatial orbitals, not spinors.",All mo_occ entries greater than 1e-8; this method has no negative-energy Dirac branch.,7,,-8.411707540701848,2.0,1
3.14.7,2.11.0,0.12,2.5.2,1.18.1,dyall-v4z,f5f303087837bbd3228109298997abcf8a3f9c619a36aea6b1735d1a9df0f5b5,point,137.03599967994,1e-11,200,1,False,False,sf-X2C1e-HF,-2788.297727514341,-0.5231748646639227,True,181,467810.2937617592,3.9508048749994487,pyscf.x2c.sfx2c1e.sfX2C1eRHF,[181],[181],spatial orbital,Each entry is one PySCF spatial MO; occupation is the electron count stored in that mo_occ entry.,"Not applicable: the entries are spatial orbitals, not spinors.",All mo_occ entries greater than 1e-8; this method has no negative-energy Dirac branch.,8,,-8.411707540700586,2.0,1
3.14.7,2.11.0,0.12,2.5.2,1.18.1,dyall-v4z,f5f303087837bbd3228109298997abcf8a3f9c619a36aea6b1735d1a9df0f5b5,point,137.03599967994,1e-11,200,1,False,False,sf-X2C1e-HF,-2788.297727514341,-0.5231748646639227,True,181,467810.2937617592,3.9508048749994487,pyscf.x2c.sfx2c1e.sfX2C1eRHF,[181],[181],spatial orbital,Each entry is one PySCF spatial MO; occupation is the electron count stored in that mo_occ entry.,"Not applicable: the entries are spatial orbitals, not spinors.",All mo_occ entries greater than 1e-8; this method has no negative-energy Dirac branch.,9,,-3.7476229417815126,2.0,1
3.14.7,2.11.0,0.12,2.5.2,1.18.1,dyall-v4z,f5f303087837bbd3228109298997abcf8a3f9c619a36aea6b1735d1a9df0f5b5,point,137.03599967994,1e-11,200,1,False,False,sf-X2C1e-HF,-2788.297727514341,-0.5231748646639227,True,181,467810.2937617592,3.9508048749994487,pyscf.x2c.sfx2c1e.sfX2C1eRHF,[181],[181],spatial orbital,Each entry is one PySCF spatial MO; occupation is the electron count stored in that mo_occ entry.,"Not applicable: the entries are spatial orbitals, not spinors.",All mo_occ entries greater than 1e-8; this method has no negative-energy Dirac branch.,10,,-3.747622941763965,2.0,1
3.14.7,2.11.0,0.12,2.5.2,1.18.1,dyall-v4z,f5f303087837bbd3228109298997abcf8a3f9c619a36aea6b1735d1a9df0f5b5,point,137.03599967994,1e-11,200,1,False,False,sf-X2C1e-HF,-2788.297727514341,-0.5231748646639227,True,181,467810.2937617592,3.9508048749994487,pyscf.x2c.sfx2c1e.sfX2C1eRHF,[181],[181],spatial orbital,Each entry is one PySCF spatial MO; occupation is the electron count stored in that mo_occ entry.,"Not applicable: the entries are spatial orbitals, not spinors.",All mo_occ entries greater than 1e-8; this method has no negative-energy Dirac branch.,11,,-3.7476229417467577,2.0,1
3.14.7,2.11.0,0.12,2.5.2,1.18.1,dyall-v4z,f5f303087837bbd3228109298997abcf8a3f9c619a36aea6b1735d1a9df0f5b5,point,137.03599967994,1e-11,200,1,False,False,sf-X2C1e-HF,-2788.297727514341,-0.5231748646639227,True,181,467810.2937617592,3.9508048749994487,pyscf.x2c.sfx2c1e.sfX2C1eRHF,[181],[181],spatial orbital,Each entry is one PySCF spatial MO; occupation is the electron count stored in that mo_occ entry.,"Not applicable: the entries are spatial orbitals, not spinors.",All mo_occ entries greater than 1e-8; this method has no negative-energy Dirac branch.,12,,-3.7476229417464535,2.0,1
3.14.7,2.11.0,0.12,2.5.2,1.18.1,dyall-v4z,f5f303087837bbd3228109298997abcf8a3f9c619a36aea6b1735d1a9df0f5b5,point,137.03599967994,1e-11,200,1,False,False,sf-X2C1e-HF,-2788.297727514341,-0.5231748646639227,True,181,467810.2937617592,3.9508048749994487,pyscf.x2c.sfx2c1e.sfX2C1eRHF,[181],[181],spatial orbital,Each entry is one PySCF spatial MO; occupation is the electron count stored in that mo_occ entry.,"Not applicable: the entries are spatial orbitals, not spinors.",All mo_occ entries greater than 1e-8; this method has no negative-energy Dirac branch.,13,,-3.7476229417404006,2.0,1
3.14.7,2.11.0,0.12,2.5.2,1.18.1,dyall-v4z,f5f303087837bbd3228109298997abcf8a3f9c619a36aea6b1735d1a9df0f5b5,point,137.03599967994,1e-11,200,1,False,False,sf-X2C1e-HF,-2788.297727514341,-0.5231748646639227,True,181,467810.2937617592,3.9508048749994487,pyscf.x2c.sfx2c1e.sfX2C1eRHF,[181],[181],spatial orbital,Each entry is one PySCF spatial MO; occupation is the electron count stored in that mo_occ entry.,"Not applicable: the entries are spatial orbitals, not spinors.",All mo_occ entries greater than 1e-8; this method has no negative-energy Dirac branch.,14,,-1.1874049465227605,2.0,1
3.14.7,2.11.0,0.12,2.5.2,1.18.1,dyall-v4z,f5f303087837bbd3228109298997abcf8a3f9c619a36aea6b1735d1a9df0f5b5,point,137.03599967994,1e-11,200,1,False,False,sf-X2C1e-HF,-2788.297727514341,-0.5231748646639227,True,181,467810.2937617592,3.9508048749994487,pyscf.x2c.sfx2c1e.sfX2C1eRHF,[181],[181],spatial orbital,Each entry is one PySCF spatial MO; occupation is the electron count stored in that mo_occ entry.,"Not applicable: the entries are spatial orbitals, not spinors.",All mo_occ entries greater than 1e-8; this method has no negative-energy Dirac branch.,15,,-0.5231748648939065,2.0,1
3.14.7,2.11.0,0.12,2.5.2,1.18.1,dyall-v4z,f5f303087837bbd3228109298997abcf8a3f9c619a36aea6b1735d1a9df0f5b5,point,137.03599967994,1e-11,200,1,False,False,sf-X2C1e-HF,-2788.297727514341,-0.5231748646639227,True,181,467810.2937617592,3.9508048749994487,pyscf.x2c.sfx2c1e.sfX2C1eRHF,[181],[181],spatial orbital,Each entry is one PySCF spatial MO; occupation is the electron count stored in that mo_occ entry.,"Not applicable: the entries are spatial orbitals, not spinors.",All mo_occ entries greater than 1e-8; this method has no negative-energy Dirac branch.,16,,-0.5231748647731116,2.0,1
3.14.7,2.11.0,0.12,2.5.2,1.18.1,dyall-v4z,f5f303087837bbd3228109298997abcf8a3f9c619a36aea6b1735d1a9df0f5b5,point,137.03599967994,1e-11,200,1,False,False,sf-X2C1e-HF,-2788.297727514341,-0.5231748646639227,True,181,467810.2937617592,3.9508048749994487,pyscf.x2c.sfx2c1e.sfX2C1eRHF,[181],[181],spatial orbital,Each entry is one PySCF spatial MO; occupation is the electron count stored in that mo_occ entry.,"Not applicable: the entries are spatial orbitals, not spinors.",All mo_occ entries greater than 1e-8; this method has no negative-energy Dirac branch.,17,,-0.5231748646639227,2.0,1
3.14.7,2.11.0,0.12,2.5.2,1.18.1,dyall-v4z,f5f303087837bbd3228109298997abcf8a3f9c619a36aea6b1735d1a9df0f5b5,point,137.03599967994,1e-11,200,1,False,False,X2C1e-HF,-2788.4050834439577,-0.5136476071300062,True,362,467810.293771566,117.95425658300519,pyscf.x2c.x2c.UHF,[362],[362],two-component spinor,Each entry is one actual PySCF spinor MO and its stored mo_occ value; no occupation is multiplied by a degeneracy.,Kramers partners remain separate PySCF mo_energy/mo_occ entries; every reported entry has multiplicity 1 and no pair is collapsed.,All mo_occ entries greater than 1e-8; the X2C MO array contains only the electronic branch.,0,,-529.3675810633474,1.0,1
3.14.7,2.11.0,0.12,2.5.2,1.18.1,dyall-v4z,f5f303087837bbd3228109298997abcf8a3f9c619a36aea6b1735d1a9df0f5b5,point,137.03599967994,1e-11,200,1,False,False,X2C1e-HF,-2788.4050834439577,-0.5136476071300062,True,362,467810.293771566,117.95425658300519,pyscf.x2c.x2c.UHF,[362],[362],two-component spinor,Each entry is one actual PySCF spinor MO and its stored mo_occ value; no occupation is multiplied by a degeneracy.,Kramers partners remain separate PySCF mo_energy/mo_occ entries; every reported entry has multiplicity 1 and no pair is collapsed.,All mo_occ entries greater than 1e-8; the X2C MO array contains only the electronic branch.,1,,-529.3675810633107,1.0,1
3.14.7,2.11.0,0.12,2.5.2,1.18.1,dyall-v4z,f5f303087837bbd3228109298997abcf8a3f9c619a36aea6b1735d1a9df0f5b5,point,137.03599967994,1e-11,200,1,False,False,X2C1e-HF,-2788.4050834439577,-0.5136476071300062,True,362,467810.293771566,117.95425658300519,pyscf.x2c.x2c.UHF,[362],[362],two-component spinor,Each entry is one actual PySCF spinor MO and its stored mo_occ value; no occupation is multiplied by a degeneracy.,Kramers partners remain separate PySCF mo_energy/mo_occ entries; every reported entry has multiplicity 1 and no pair is collapsed.,All mo_occ entries greater than 1e-8; the X2C MO array contains only the electronic branch.,2,,-72.04834499682092,1.0,1
3.14.7,2.11.0,0.12,2.5.2,1.18.1,dyall-v4z,f5f303087837bbd3228109298997abcf8a3f9c619a36aea6b1735d1a9df0f5b5,point,137.03599967994,1e-11,200,1,False,False,X2C1e-HF,-2788.4050834439577,-0.5136476071300062,True,362,467810.293771566,117.95425658300519,pyscf.x2c.x2c.UHF,[362],[362],two-component spinor,Each entry is one actual PySCF spinor MO and its stored mo_occ value; no occupation is multiplied by a degeneracy.,Kramers partners remain separate PySCF mo_energy/mo_occ entries; every reported entry has multiplicity 1 and no pair is collapsed.,All mo_occ entries greater than 1e-8; the X2C MO array contains only the electronic branch.,3,,-72.04834499670285,1.0,1
3.14.7,2.11.0,0.12,2.5.2,1.18.1,dyall-v4z,f5f303087837bbd3228109298997abcf8a3f9c619a36aea6b1735d1a9df0f5b5,point,137.03599967994,1e-11,200,1,False,False,X2C1e-HF,-2788.4050834439577,-0.5136476071300062,True,362,467810.293771566,117.95425658300519,pyscf.x2c.x2c.UHF,[362],[362],two-component spinor,Each entry is one actual PySCF spinor MO and its stored mo_occ value; no occupation is multiplied by a degeneracy.,Kramers partners remain separate PySCF mo_energy/mo_occ entries; every reported entry has multiplicity 1 and no pair is collapsed.,All mo_occ entries greater than 1e-8; the X2C MO array contains only the electronic branch.,4,,-64.95353233024179,1.0,1
3.14.7,2.11.0,0.12,2.5.2,1.18.1,dyall-v4z,f5f303087837bbd3228109298997abcf8a3f9c619a36aea6b1735d1a9df0f5b5,point,137.03599967994,1e-11,200,1,False,False,X2C1e-HF,-2788.4050834439577,-0.5136476071300062,True,362,467810.293771566,117.95425658300519,pyscf.x2c.x2c.UHF,[362],[362],two-component spinor,Each entry is one actual PySCF spinor MO and its stored mo_occ value; no occupation is multiplied by a degeneracy.,Kramers partners remain separate PySCF mo_energy/mo_occ entries; every reported entry has multiplicity 1 and no pair is collapsed.,All mo_occ entries greater than 1e-8; the X2C MO array contains only the electronic branch.,5,,-64.95353233022308,1.0,1
3.14.7,2.11.0,0.12,2.5.2,1.18.1,dyall-v4z,f5f303087837bbd3228109298997abcf8a3f9c619a36aea6b1735d1a9df0f5b5,point,137.03599967994,1e-11,200,1,False,False,X2C1e-HF,-2788.4050834439577,-0.5136476071300062,True,362,467810.293771566,117.95425658300519,pyscf.x2c.x2c.UHF,[362],[362],two-component spinor,Each entry is one actual PySCF spinor MO and its stored mo_occ value; no occupation is multiplied by a degeneracy.,Kramers partners remain separate PySCF mo_energy/mo_occ entries; every reported entry has multiplicity 1 and no pair is collapsed.,All mo_occ entries greater than 1e-8; the X2C MO array contains only the electronic branch.,6,,-62.817043496393914,1.0,1
3.14.7,2.11.0,0.12,2.5.2,1.18.1,dyall-v4z,f5f303087837bbd3228109298997abcf8a3f9c619a36aea6b1735d1a9df0f5b5,point,137.03599967994,1e-11,200,1,False,False,X2C1e-HF,-2788.4050834439577,-0.5136476071300062,True,362,467810.293771566,117.95425658300519,pyscf.x2c.x2c.UHF,[362],[362],two-component spinor,Each entry is one actual PySCF spinor MO and its stored mo_occ value; no occupation is multiplied by a degeneracy.,Kramers partners remain separate PySCF mo_energy/mo_occ entries; every reported entry has multiplicity 1 and no pair is collapsed.,All mo_occ entries greater than 1e-8; the X2C MO array contains only the electronic branch.,7,,-62.81704349636404,1.0,1
