python_version,pyscf_version,basis_set_exchange_version,numpy_version,scipy_version,basis_name,basis_normalized_sha256,nuclear_model,light_speed_au,conv_tol,max_cycle,threads,gaunt,breit,method,energy_hartree,homo_hartree,converged,matrix_dimension,overlap_condition_number,seconds,pyscf_object,mo_energy_shape,mo_occ_shape,orbital_representation,occupation_semantics,spinor_degeneracy_recording,positive_energy_selection,mo_index,spin_channel,orbital_energy_hartree,occupation,reported_multiplicity
3.14.7,2.11.0,0.12,2.5.2,1.18.1,dyall-v3z,8f33f8c9289dc77f54a97d4278cd106b419ed300e3dc065e0a87e886a71c8c43,point,137.03599967994,1e-11,200,1,False,False,NR-HF,-2752.054459290417,-0.5240433504174505,True,128,33494.641802282575,1.2330572919890983,pyscf.scf.hf.RHF,[128],[128],spatial orbital,Each entry is one PySCF spatial MO; occupation is the electron count stored in that mo_occ entry.,"Not applicable: the entries are spatial orbitals, not spinors.",All mo_occ entries greater than 1e-8; this method has no negative-energy Dirac branch.,10,,-3.825039333458206,2.0,1
3.14.7,2.11.0,0.12,2.5.2,1.18.1,dyall-v3z,8f33f8c9289dc77f54a97d4278cd106b419ed300e3dc065e0a87e886a71c8c43,point,137.03599967994,1e-11,200,1,False,False,NR-HF,-2752.054459290417,-0.5240433504174505,True,128,33494.641802282575,1.2330572919890983,pyscf.scf.hf.RHF,[128],[128],spatial orbital,Each entry is one PySCF spatial MO; occupation is the electron count stored in that mo_occ entry.,"Not applicable: the entries are spatial orbitals, not spinors.",All mo_occ entries greater than 1e-8; this method has no negative-energy Dirac branch.,11,,-3.825039333377201,2.0,1
3.14.7,2.11.0,0.12,2.5.2,1.18.1,dyall-v3z,8f33f8c9289dc77f54a97d4278cd106b419ed300e3dc065e0a87e886a71c8c43,point,137.03599967994,1e-11,200,1,False,False,NR-HF,-2752.054459290417,-0.5240433504174505,True,128,33494.641802282575,1.2330572919890983,pyscf.scf.hf.RHF,[128],[128],spatial orbital,Each entry is one PySCF spatial MO; occupation is the electron count stored in that mo_occ entry.,"Not applicable: the entries are spatial orbitals, not spinors.",All mo_occ entries greater than 1e-8; this method has no negative-energy Dirac branch.,12,,-3.8250393333314427,2.0,1
3.14.7,2.11.0,0.12,2.5.2,1.18.1,dyall-v3z,8f33f8c9289dc77f54a97d4278cd106b419ed300e3dc065e0a87e886a71c8c43,point,137.03599967994,1e-11,200,1,False,False,NR-HF,-2752.054459290417,-0.5240433504174505,True,128,33494.641802282575,1.2330572919890983,pyscf.scf.hf.RHF,[128],[128],spatial orbital,Each entry is one PySCF spatial MO; occupation is the electron count stored in that mo_occ entry.,"Not applicable: the entries are spatial orbitals, not spinors.",All mo_occ entries greater than 1e-8; this method has no negative-energy Dirac branch.,13,,-3.8250393332071337,2.0,1
3.14.7,2.11.0,0.12,2.5.2,1.18.1,dyall-v3z,8f33f8c9289dc77f54a97d4278cd106b419ed300e3dc065e0a87e886a71c8c43,point,137.03599967994,1e-11,200,1,False,False,NR-HF,-2752.054459290417,-0.5240433504174505,True,128,33494.641802282575,1.2330572919890983,pyscf.scf.hf.RHF,[128],[128],spatial orbital,Each entry is one PySCF spatial MO; occupation is the electron count stored in that mo_occ entry.,"Not applicable: the entries are spatial orbitals, not spinors.",All mo_occ entries greater than 1e-8; this method has no negative-energy Dirac branch.,14,,-1.1527944170375437,2.0,1
3.14.7,2.11.0,0.12,2.5.2,1.18.1,dyall-v3z,8f33f8c9289dc77f54a97d4278cd106b419ed300e3dc065e0a87e886a71c8c43,point,137.03599967994,1e-11,200,1,False,False,NR-HF,-2752.054459290417,-0.5240433504174505,True,128,33494.641802282575,1.2330572919890983,pyscf.scf.hf.RHF,[128],[128],spatial orbital,Each entry is one PySCF spatial MO; occupation is the electron count stored in that mo_occ entry.,"Not applicable: the entries are spatial orbitals, not spinors.",All mo_occ entries greater than 1e-8; this method has no negative-energy Dirac branch.,15,,-0.5240433505344975,2.0,1
3.14.7,2.11.0,0.12,2.5.2,1.18.1,dyall-v3z,8f33f8c9289dc77f54a97d4278cd106b419ed300e3dc065e0a87e886a71c8c43,point,137.03599967994,1e-11,200,1,False,False,NR-HF,-2752.054459290417,-0.5240433504174505,True,128,33494.641802282575,1.2330572919890983,pyscf.scf.hf.RHF,[128],[128],spatial orbital,Each entry is one PySCF spatial MO; occupation is the electron count stored in that mo_occ entry.,"Not applicable: the entries are spatial orbitals, not spinors.",All mo_occ entries greater than 1e-8; this method has no negative-energy Dirac branch.,16,,-0.5240433504942854,2.0,1
3.14.7,2.11.0,0.12,2.5.2,1.18.1,dyall-v3z,8f33f8c9289dc77f54a97d4278cd106b419ed300e3dc065e0a87e886a71c8c43,point,137.03599967994,1e-11,200,1,False,False,NR-HF,-2752.054459290417,-0.5240433504174505,True,128,33494.641802282575,1.2330572919890983,pyscf.scf.hf.RHF,[128],[128],spatial orbital,Each entry is one PySCF spatial MO; occupation is the electron count stored in that mo_occ entry.,"Not applicable: the entries are spatial orbitals, not spinors.",All mo_occ entries greater than 1e-8; this method has no negative-energy Dirac branch.,17,,-0.5240433504174505,2.0,1
3.14.7,2.11.0,0.12,2.5.2,1.18.1,dyall-v3z,8f33f8c9289dc77f54a97d4278cd106b419ed300e3dc065e0a87e886a71c8c43,point,137.03599967994,1e-11,200,1,False,False,sf-X2C1e-HF,-2788.2969165074755,-0.5230432047783086,True,128,33494.641802282575,1.1248415000009118,pyscf.x2c.sfx2c1e.sfX2C1eRHF,[128],[128],spatial orbital,Each entry is one PySCF spatial MO; occupation is the electron count stored in that mo_occ entry.,"Not applicable: the entries are spatial orbitals, not spinors.",All mo_occ entries greater than 1e-8; this method has no negative-energy Dirac branch.,0,,-529.3757068156352,2.0,1
3.14.7,2.11.0,0.12,2.5.2,1.18.1,dyall-v3z,8f33f8c9289dc77f54a97d4278cd106b419ed300e3dc065e0a87e886a71c8c43,point,137.03599967994,1e-11,200,1,False,False,sf-X2C1e-HF,-2788.2969165074755,-0.5230432047783086,True,128,33494.641802282575,1.1248415000009118,pyscf.x2c.sfx2c1e.sfX2C1eRHF,[128],[128],spatial orbital,Each entry is one PySCF spatial MO; occupation is the electron count stored in that mo_occ entry.,"Not applicable: the entries are spatial orbitals, not spinors.",All mo_occ entries greater than 1e-8; this method has no negative-energy Dirac branch.,1,,-72.05022457465851,2.0,1
3.14.7,2.11.0,0.12,2.5.2,1.18.1,dyall-v3z,8f33f8c9289dc77f54a97d4278cd106b419ed300e3dc065e0a87e886a71c8c43,point,137.03599967994,1e-11,200,1,False,False,sf-X2C1e-HF,-2788.2969165074755,-0.5230432047783086,True,128,33494.641802282575,1.1248415000009118,pyscf.x2c.sfx2c1e.sfX2C1eRHF,[128],[128],spatial orbital,Each entry is one PySCF spatial MO; occupation is the electron count stored in that mo_occ entry.,"Not applicable: the entries are spatial orbitals, not spinors.",All mo_occ entries greater than 1e-8; this method has no negative-energy Dirac branch.,2,,-63.515643555352774,2.0,1
3.14.7,2.11.0,0.12,2.5.2,1.18.1,dyall-v3z,8f33f8c9289dc77f54a97d4278cd106b419ed300e3dc065e0a87e886a71c8c43,point,137.03599967994,1e-11,200,1,False,False,sf-X2C1e-HF,-2788.2969165074755,-0.5230432047783086,True,128,33494.641802282575,1.1248415000009118,pyscf.x2c.sfx2c1e.sfX2C1eRHF,[128],[128],spatial orbital,Each entry is one PySCF spatial MO; occupation is the electron count stored in that mo_occ entry.,"Not applicable: the entries are spatial orbitals, not spinors.",All mo_occ entries greater than 1e-8; this method has no negative-energy Dirac branch.,3,,-63.51564355535206,2.0,1
3.14.7,2.11.0,0.12,2.5.2,1.18.1,dyall-v3z,8f33f8c9289dc77f54a97d4278cd106b419ed300e3dc065e0a87e886a71c8c43,point,137.03599967994,1e-11,200,1,False,False,sf-X2C1e-HF,-2788.2969165074755,-0.5230432047783086,True,128,33494.641802282575,1.1248415000009118,pyscf.x2c.sfx2c1e.sfX2C1eRHF,[128],[128],spatial orbital,Each entry is one PySCF spatial MO; occupation is the electron count stored in that mo_occ entry.,"Not applicable: the entries are spatial orbitals, not spinors.",All mo_occ entries greater than 1e-8; this method has no negative-energy Dirac branch.,4,,-63.51564355535139,2.0,1
3.14.7,2.11.0,0.12,2.5.2,1.18.1,dyall-v3z,8f33f8c9289dc77f54a97d4278cd106b419ed300e3dc065e0a87e886a71c8c43,point,137.03599967994,1e-11,200,1,False,False,sf-X2C1e-HF,-2788.2969165074755,-0.5230432047783086,True,128,33494.641802282575,1.1248415000009118,pyscf.x2c.sfx2c1e.sfX2C1eRHF,[128],[128],spatial orbital,Each entry is one PySCF spatial MO; occupation is the electron count stored in that mo_occ entry.,"Not applicable: the entries are spatial orbitals, not spinors.",All mo_occ entries greater than 1e-8; this method has no negative-energy Dirac branch.,5,,-11.220340849386533,2.0,1
3.14.7,2.11.0,0.12,2.5.2,1.18.1,dyall-v3z,8f33f8c9289dc77f54a97d4278cd106b419ed300e3dc065e0a87e886a71c8c43,point,137.03599967994,1e-11,200,1,False,False,sf-X2C1e-HF,-2788.2969165074755,-0.5230432047783086,True,128,33494.641802282575,1.1248415000009118,pyscf.x2c.sfx2c1e.sfX2C1eRHF,[128],[128],spatial orbital,Each entry is one PySCF spatial MO; occupation is the electron count stored in that mo_occ entry.,"Not applicable: the entries are spatial orbitals, not spinors.",All mo_occ entries greater than 1e-8; this method has no negative-energy Dirac branch.,6,,-8.411546280622625,2.0,1
3.14.7,2.11.0,0.12,2.5.2,1.18.1,dyall-v3z,8f33f8c9289dc77f54a97d4278cd106b419ed300e3dc065e0a87e886a71c8c43,point,137.03599967994,1e-11,200,1,False,False,sf-X2C1e-HF,-2788.2969165074755,-0.5230432047783086,True,128,33494.641802282575,1.1248415000009118,pyscf.x2c.sfx2c1e.sfX2C1eRHF,[128],[128],spatial orbital,Each entry is one PySCF spatial MO; occupation is the electron count stored in that mo_occ entry.,"Not applicable: the entries are spatial orbitals, not spinors.",All mo_occ entries greater than 1e-8; this method has no negative-energy Dirac branch.,7,,-8.41154628061665,2.0,1
3.14.7,2.11.0,0.12,2.5.2,1.18.1,dyall-v3z,8f33f8c9289dc77f54a97d4278cd106b419ed300e3dc065e0a87e886a71c8c43,point,137.03599967994,1e-11,200,1,False,False,sf-X2C1e-HF,-2788.2969165074755,-0.5230432047783086,True,128,33494.641802282575,1.1248415000009118,pyscf.x2c.sfx2c1e.sfX2C1eRHF,[128],[128],spatial orbital,Each entry is one PySCF spatial MO; occupation is the electron count stored in that mo_occ entry.,"Not applicable: the entries are spatial orbitals, not spinors.",All mo_occ entries greater than 1e-8; this method has no negative-energy Dirac branch.,8,,-8.411546280616204,2.0,1
3.14.7,2.11.0,0.12,2.5.2,1.18.1,dyall-v3z,8f33f8c9289dc77f54a97d4278cd106b419ed300e3dc065e0a87e886a71c8c43,point,137.03599967994,1e-11,200,1,False,False,sf-X2C1e-HF,-2788.2969165074755,-0.5230432047783086,True,128,33494.641802282575,1.1248415000009118,pyscf.x2c.sfx2c1e.sfX2C1eRHF,[128],[128],spatial orbital,Each entry is one PySCF spatial MO; occupation is the electron count stored in that mo_occ entry.,"Not applicable: the entries are spatial orbitals, not spinors.",All mo_occ entries greater than 1e-8; this method has no negative-energy Dirac branch.,9,,-3.747453722784568,2.0,1
3.14.7,2.11.0,0.12,2.5.2,1.18.1,dyall-v3z,8f33f8c9289dc77f54a97d4278cd106b419ed300e3dc065e0a87e886a71c8c43,point,137.03599967994,1e-11,200,1,False,False,sf-X2C1e-HF,-2788.2969165074755,-0.5230432047783086,True,128,33494.641802282575,1.1248415000009118,pyscf.x2c.sfx2c1e.sfX2C1eRHF,[128],[128],spatial orbital,Each entry is one PySCF spatial MO; occupation is the electron count stored in that mo_occ entry.,"Not applicable: the entries are spatial orbitals, not spinors.",All mo_occ entries greater than 1e-8; this method has no negative-energy Dirac branch.,10,,-3.7474537227820526,2.0,1
3.14.7,2.11.0,0.12,2.5.2,1.18.1,dyall-v3z,8f33f8c9289dc77f54a97d4278cd106b419ed300e3dc065e0a87e886a71c8c43,point,137.03599967994,1e-11,200,1,False,False,sf-X2C1e-HF,-2788.2969165074755,-0.5230432047783086,True,128,33494.641802282575,1.1248415000009118,pyscf.x2c.sfx2c1e.sfX2C1eRHF,[128],[128],spatial orbital,Each entry is one PySCF spatial MO; occupation is the electron count stored in that mo_occ entry.,"Not applicable: the entries are spatial orbitals, not spinors.",All mo_occ entries greater than 1e-8; this method has no negative-energy Dirac branch.,11,,-3.747453722779385,2.0,1
3.14.7,2.11.0,0.12,2.5.2,1.18.1,dyall-v3z,8f33f8c9289dc77f54a97d4278cd106b419ed300e3dc065e0a87e886a71c8c43,point,137.03599967994,1e-11,200,1,False,False,sf-X2C1e-HF,-2788.2969165074755,-0.5230432047783086,True,128,33494.641802282575,1.1248415000009118,pyscf.x2c.sfx2c1e.sfX2C1eRHF,[128],[128],spatial orbital,Each entry is one PySCF spatial MO; occupation is the electron count stored in that mo_occ entry.,"Not applicable: the entries are spatial orbitals, not spinors.",All mo_occ entries greater than 1e-8; this method has no negative-energy Dirac branch.,12,,-3.7474537227756284,2.0,1
3.14.7,2.11.0,0.12,2.5.2,1.18.1,dyall-v3z,8f33f8c9289dc77f54a97d4278cd106b419ed300e3dc065e0a87e886a71c8c43,point,137.03599967994,1e-11,200,1,False,False,sf-X2C1e-HF,-2788.2969165074755,-0.5230432047783086,True,128,33494.641802282575,1.1248415000009118,pyscf.x2c.sfx2c1e.sfX2C1eRHF,[128],[128],spatial orbital,Each entry is one PySCF spatial MO; occupation is the electron count stored in that mo_occ entry.,"Not applicable: the entries are spatial orbitals, not spinors.",All mo_occ entries greater than 1e-8; this method has no negative-energy Dirac branch.,13,,-3.747453722774611,2.0,1
3.14.7,2.11.0,0.12,2.5.2,1.18.1,dyall-v3z,8f33f8c9289dc77f54a97d4278cd106b419ed300e3dc065e0a87e886a71c8c43,point,137.03599967994,1e-11,200,1,False,False,sf-X2C1e-HF,-2788.2969165074755,-0.5230432047783086,True,128,33494.641802282575,1.1248415000009118,pyscf.x2c.sfx2c1e.sfX2C1eRHF,[128],[128],spatial orbital,Each entry is one PySCF spatial MO; occupation is the electron count stored in that mo_occ entry.,"Not applicable: the entries are spatial orbitals, not spinors.",All mo_occ entries greater than 1e-8; this method has no negative-energy Dirac branch.,14,,-1.1872731067741282,2.0,1
3.14.7,2.11.0,0.12,2.5.2,1.18.1,dyall-v3z,8f33f8c9289dc77f54a97d4278cd106b419ed300e3dc065e0a87e886a71c8c43,point,137.03599967994,1e-11,200,1,False,False,sf-X2C1e-HF,-2788.2969165074755,-0.5230432047783086,True,128,33494.641802282575,1.1248415000009118,pyscf.x2c.sfx2c1e.sfX2C1eRHF,[128],[128],spatial orbital,Each entry is one PySCF spatial MO; occupation is the electron count stored in that mo_occ entry.,"Not applicable: the entries are spatial orbitals, not spinors.",All mo_occ entries greater than 1e-8; this method has no negative-energy Dirac branch.,15,,-0.5230432048026648,2.0,1
3.14.7,2.11.0,0.12,2.5.2,1.18.1,dyall-v3z,8f33f8c9289dc77f54a97d4278cd106b419ed300e3dc065e0a87e886a71c8c43,point,137.03599967994,1e-11,200,1,False,False,sf-X2C1e-HF,-2788.2969165074755,-0.5230432047783086,True,128,33494.641802282575,1.1248415000009118,pyscf.x2c.sfx2c1e.sfX2C1eRHF,[128],[128],spatial orbital,Each entry is one PySCF spatial MO; occupation is the electron count stored in that mo_occ entry.,"Not applicable: the entries are spatial orbitals, not spinors.",All mo_occ entries greater than 1e-8; this method has no negative-energy Dirac branch.,16,,-0.5230432047867545,2.0,1
3.14.7,2.11.0,0.12,2.5.2,1.18.1,dyall-v3z,8f33f8c9289dc77f54a97d4278cd106b419ed300e3dc065e0a87e886a71c8c43,point,137.03599967994,1e-11,200,1,False,False,sf-X2C1e-HF,-2788.2969165074755,-0.5230432047783086,True,128,33494.641802282575,1.1248415000009118,pyscf.x2c.sfx2c1e.sfX2C1eRHF,[128],[128],spatial orbital,Each entry is one PySCF spatial MO; occupation is the electron count stored in that mo_occ entry.,"Not applicable: the entries are spatial orbitals, not spinors.",All mo_occ entries greater than 1e-8; this method has no negative-energy Dirac branch.,17,,-0.5230432047783086,2.0,1
3.14.7,2.11.0,0.12,2.5.2,1.18.1,dyall-v3z,8f33f8c9289dc77f54a97d4278cd106b419ed300e3dc065e0a87e886a71c8c43,point,137.03599967994,1e-11,200,1,False,False,X2C1e-HF,-2788.4041527247614,-0.513517967594964,True,256,33494.64180234907,38.27988495898899,pyscf.x2c.x2c.UHF,[256],[256],two-component spinor,Each entry is one actual PySCF spinor MO and its stored mo_occ value; no occupation is multiplied by a degeneracy.,Kramers partners remain separate PySCF mo_energy/mo_occ entries; every reported entry has multiplicity 1 and no pair is collapsed.,All mo_occ entries greater than 1e-8; the X2C MO array contains only the electronic branch.,0,,-529.3673952591224,1.0,1
3.14.7,2.11.0,0.12,2.5.2,1.18.1,dyall-v3z,8f33f8c9289dc77f54a97d4278cd106b419ed300e3dc065e0a87e886a71c8c43,point,137.03599967994,1e-11,200,1,False,False,X2C1e-HF,-2788.4041527247614,-0.513517967594964,True,256,33494.64180234907,38.27988495898899,pyscf.x2c.x2c.UHF,[256],[256],two-component spinor,Each entry is one actual PySCF spinor MO and its stored mo_occ value; no occupation is multiplied by a degeneracy.,Kramers partners remain separate PySCF mo_energy/mo_occ entries; every reported entry has multiplicity 1 and no pair is collapsed.,All mo_occ entries greater than 1e-8; the X2C MO array contains only the electronic branch.,1,,-529.3673952591129,1.0,1
3.14.7,2.11.0,0.12,2.5.2,1.18.1,dyall-v3z,8f33f8c9289dc77f54a97d4278cd106b419ed300e3dc065e0a87e886a71c8c43,point,137.03599967994,1e-11,200,1,False,False,X2C1e-HF,-2788.4041527247614,-0.513517967594964,True,256,33494.64180234907,38.27988495898899,pyscf.x2c.x2c.UHF,[256],[256],two-component spinor,Each entry is one actual PySCF spinor MO and its stored mo_occ value; no occupation is multiplied by a degeneracy.,Kramers partners remain separate PySCF mo_energy/mo_occ entries; every reported entry has multiplicity 1 and no pair is collapsed.,All mo_occ entries greater than 1e-8; the X2C MO array contains only the electronic branch.,2,,-72.04819945709077,1.0,1
3.14.7,2.11.0,0.12,2.5.2,1.18.1,dyall-v3z,8f33f8c9289dc77f54a97d4278cd106b419ed300e3dc065e0a87e886a71c8c43,point,137.03599967994,1e-11,200,1,False,False,X2C1e-HF,-2788.4041527247614,-0.513517967594964,True,256,33494.64180234907,38.27988495898899,pyscf.x2c.x2c.UHF,[256],[256],two-component spinor,Each entry is one actual PySCF spinor MO and its stored mo_occ value; no occupation is multiplied by a degeneracy.,Kramers partners remain separate PySCF mo_energy/mo_occ entries; every reported entry has multiplicity 1 and no pair is collapsed.,All mo_occ entries greater than 1e-8; the X2C MO array contains only the electronic branch.,3,,-72.04819945705823,1.0,1
3.14.7,2.11.0,0.12,2.5.2,1.18.1,dyall-v3z,8f33f8c9289dc77f54a97d4278cd106b419ed300e3dc065e0a87e886a71c8c43,point,137.03599967994,1e-11,200,1,False,False,X2C1e-HF,-2788.4041527247614,-0.513517967594964,True,256,33494.64180234907,38.27988495898899,pyscf.x2c.x2c.UHF,[256],[256],two-component spinor,Each entry is one actual PySCF spinor MO and its stored mo_occ value; no occupation is multiplied by a degeneracy.,Kramers partners remain separate PySCF mo_energy/mo_occ entries; every reported entry has multiplicity 1 and no pair is collapsed.,All mo_occ entries greater than 1e-8; the X2C MO array contains only the electronic branch.,4,,-64.953284419285,1.0,1
3.14.7,2.11.0,0.12,2.5.2,1.18.1,dyall-v3z,8f33f8c9289dc77f54a97d4278cd106b419ed300e3dc065e0a87e886a71c8c43,point,137.03599967994,1e-11,200,1,False,False,X2C1e-HF,-2788.4041527247614,-0.513517967594964,True,256,33494.64180234907,38.27988495898899,pyscf.x2c.x2c.UHF,[256],[256],two-component spinor,Each entry is one actual PySCF spinor MO and its stored mo_occ value; no occupation is multiplied by a degeneracy.,Kramers partners remain separate PySCF mo_energy/mo_occ entries; every reported entry has multiplicity 1 and no pair is collapsed.,All mo_occ entries greater than 1e-8; the X2C MO array contains only the electronic branch.,5,,-64.95328441927136,1.0,1
3.14.7,2.11.0,0.12,2.5.2,1.18.1,dyall-v3z,8f33f8c9289dc77f54a97d4278cd106b419ed300e3dc065e0a87e886a71c8c43,point,137.03599967994,1e-11,200,1,False,False,X2C1e-HF,-2788.4041527247614,-0.513517967594964,True,256,33494.64180234907,38.27988495898899,pyscf.x2c.x2c.UHF,[256],[256],two-component spinor,Each entry is one actual PySCF spinor MO and its stored mo_occ value; no occupation is multiplied by a degeneracy.,Kramers partners remain separate PySCF mo_energy/mo_occ entries; every reported entry has multiplicity 1 and no pair is collapsed.,All mo_occ entries greater than 1e-8; the X2C MO array contains only the electronic branch.,6,,-62.81689301050842,1.0,1
3.14.7,2.11.0,0.12,2.5.2,1.18.1,dyall-v3z,8f33f8c9289dc77f54a97d4278cd106b419ed300e3dc065e0a87e886a71c8c43,point,137.03599967994,1e-11,200,1,False,False,X2C1e-HF,-2788.4041527247614,-0.513517967594964,True,256,33494.64180234907,38.27988495898899,pyscf.x2c.x2c.UHF,[256],[256],two-component spinor,Each entry is one actual PySCF spinor MO and its stored mo_occ value; no occupation is multiplied by a degeneracy.,Kramers partners remain separate PySCF mo_energy/mo_occ entries; every reported entry has multiplicity 1 and no pair is collapsed.,All mo_occ entries greater than 1e-8; the X2C MO array contains only the electronic branch.,7,,-62.81689301050834,1.0,1
